ILEADSAddress,ILEADSStreet,CITY,STATE,fullSearch,lat,lon,lat_lon_combo
0,S GRAND BLVD / CHOUT,St. Louis,MO,"0 S GRAND BLVD / CHOUT, St. Louis, MO",,,"38.6259676,-90.2388302"
0,CALIFORNIA AVE / MER,St. Louis,MO,"0 CALIFORNIA AVE / MER, St. Louis, MO",,,"38.5795257,-90.2351718"
1701,OFALLON ST,St. Louis,MO,"1701 OFALLON ST, St. Louis, MO",,,"38.6399515,-90.2024216"
3018,DR MARTIN LUTHER KIN,St. Louis,MO,"3018 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6412453,-90.2228261"
0,CARTER AVE / N TAYLO,St. Louis,MO,"0 CARTER AVE / N TAYLO, St. Louis, MO",,,"38.6788393,-90.2356065"
4287,W. FLORISSANT,St. Louis,MO,"4287 W. FLORISSANT, St. Louis, MO",,,"38.6779829,-90.2250214"
2011,E GRAND BLVD,St. Louis,MO,"2011 E GRAND BLVD, St. Louis, MO",,,"38.670502,-90.2113787"
0,HARNEY AVE / CLAXTON,St. Louis,MO,"0 HARNEY AVE / CLAXTON, St. Louis, MO",,,"38.6941429,-90.2447817"
5006,DR MARTIN LUTHER KIN,St. Louis,MO,"5006 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6630503,-90.2644522"
4255,W ALDINE AVE,St. Louis,MO,"4255 W ALDINE AVE, St. Louis, MO",,,"38.6562377,-90.2437881"
1919,OFALLON ST,St. Louis,MO,"1919 OFALLON ST, St. Louis, MO",,,"38.6412127,-90.2069106"
4220,W NATURAL BRIDGE AVE,St. Louis,MO,"4220 W NATURAL BRIDGE AVE, St. Louis, MO",,,"38.6670499,-90.233653"
6300,W FLORISSANT,St. Louis,MO,"6300 W FLORISSANT, St. Louis, MO",,,"38.7129569,-90.2576556"
2737,QUEEN ST,St. Louis,MO,"2737 QUEEN ST, St. Louis, MO",,,"38.6123272,-90.3088347"
4262,W ALDINE AVE,St. Louis,MO,"4262 W ALDINE AVE, St. Louis, MO",,,"38.655991,-90.2442857"
0,ANGELICA ST / N FLOR,St. Louis,MO,"0 ANGELICA ST / N FLOR, St. Louis, MO",,,"38.6640995,-90.2095264"
0,S COMPTON AVE / POTO,St. Louis,MO,"0 S COMPTON AVE / POTO, St. Louis, MO",,,"38.5929085,-90.2394348"
1901,COMPTON HILL PL,St. Louis,MO,"1901 COMPTON HILL PL, St. Louis, MO",,,"38.6146808,-90.2372841"
4700,DR MARTIN LUTHER KIN,St. Louis,MO,"4700 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6601234,-90.2560151"
4201,W NATURAL BRIDGE AVE,St. Louis,MO,"4201 W NATURAL BRIDGE AVE, St. Louis, MO",,,"38.6674858,-90.2326322"
4545,DR MARTIN LUTHER KIN,St. Louis,MO,"4545 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6587184,-90.2515402"
205,E GRAND BLVD,St. Louis,MO,"205 E GRAND BLVD, St. Louis, MO",,,"38.6707757,-90.2101895"
0,LILLIAN AVE / RUSKIN,St. Louis,MO,"0 LILLIAN AVE / RUSKIN, St. Louis, MO",,,"38.688715,-90.2486965"
1,OFALLON ST,St. Louis,MO,"1 OFALLON ST, St. Louis, MO",,,"38.6374959,-90.1831474"
0,UNKNOWN CITY OF ST.,St. Louis,MO,"0 UNKNOWN CITY OF ST., St. Louis, MO",,,NA
1712,OREGON,St. Louis,MO,"1712 OREGON, St. Louis, MO",,,"38.6149758,-90.2287794"
0,N 7TH ST / PINE ST,St. Louis,MO,"0 N 7TH ST / PINE ST, St. Louis, MO",,,"38.6271879,-90.193827"
4208,E CARTER AVE,St. Louis,MO,"4208 E CARTER AVE, St. Louis, MO",,,"38.6744877,-90.2279403"
0,N BROADWAY / SWITZER,St. Louis,MO,"0 N BROADWAY / SWITZER, St. Louis, MO",,,"38.70566,-90.232364"
0,S 13TH ST / CHOUTEAU,St. Louis,MO,"0 S 13TH ST / CHOUTEAU, St. Louis, MO",,,"38.6190565,-90.2054017"
0,W FLORISSANT AVE / M,St. Louis,MO,"0 W FLORISSANT AVE / M, St. Louis, MO",,,NA
0,CALIFORNIA AVE / GAS,St. Louis,MO,"0 CALIFORNIA AVE / GAS, St. Louis, MO",,,NA
0,MINNESOTA AVE / LOUG,St. Louis,MO,"0 MINNESOTA AVE / LOUG, St. Louis, MO",,,"38.5537794,-90.2562864"
0,NEWBY ST / VERONICA,St. Louis,MO,"0 NEWBY ST / VERONICA, St. Louis, MO",,,"38.7181085,-90.2376987"
0,LAFAYETTE AVE / CALI,St. Louis,MO,"0 LAFAYETTE AVE / CALI, St. Louis, MO",,,"38.6153253,-90.2277665"
0,S 13TH ST / ANN AVE,St. Louis,MO,"0 S 13TH ST / ANN AVE, St. Louis, MO",,,"38.6071181,-90.2135082"
4206,E SAN FRANCISCO AVE,St. Louis,MO,"4206 E SAN FRANCISCO AVE, St. Louis, MO",,,"38.668548,-90.2319132"
0,THEODORE AVE / ALCOT,St. Louis,MO,"0 THEODORE AVE / ALCOT, St. Louis, MO",,,"38.6941462,-90.2507231"
2100,E PRAIRIE AVE,St. Louis,MO,"2100 E PRAIRIE AVE, St. Louis, MO",,,"38.6723058,-90.2146892"
0,N NEWSTEAD AVE / AND,St. Louis,MO,"0 N NEWSTEAD AVE / AND, St. Louis, MO",,,"38.676563,-90.2336989"
0,NEOSHO ST / S SPRING,St. Louis,MO,"0 NEOSHO ST / S SPRING, St. Louis, MO",,,"38.5786051,-90.2557055"
4949,DR MARTIN LUTHER KIN,St. Louis,MO,"4949 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6629357,-90.2622125"
4205,W SAN FRANCISCO AVE,St. Louis,MO,"4205 W SAN FRANCISCO AVE, St. Louis, MO",,,"38.6701808,-90.2345884"
0,BACON ST / N MARKET,St. Louis,MO,"0 BACON ST / N MARKET, St. Louis, MO",,,"38.650809,-90.2250245"
7700,FORDEY ST,St. Louis,MO,"7700 FORDEY ST, St. Louis, MO",,,NA
5091,DR MARTIN LUTHER KIN,St. Louis,MO,"5091 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6645817,-90.2677166"
0,I 55 SOUTHBOUND / LA,St. Louis,MO,"0 I 55 SOUTHBOUND / LA, St. Louis, MO",,,NA
0,S JEFFERSON AVE / PO,St. Louis,MO,"0 S JEFFERSON AVE / PO, St. Louis, MO",,,"38.5915097,-90.2280434"
0,CHEROKEE ST / DEMENI,St. Louis,MO,"0 CHEROKEE ST / DEMENI, St. Louis, MO",,,"38.5921507,-90.2185512"
1527,OFALLON ST,St. Louis,MO,"1527 OFALLON ST, St. Louis, MO",,,"38.6396606,-90.2011897"
7849,RIO TINTO PL,St. Louis,MO,"7849 RIO TINTO PL, St. Louis, MO",,,"38.5513249,-90.2713949"
0,MERAMEC ST / MINNESO,St. Louis,MO,"0 MERAMEC ST / MINNESO, St. Louis, MO",,,"38.5800961,-90.2397154"
0,"-90,289,785,101,148,200",St. Louis,MO,"0 -90,289,785,101,148,200, St. Louis, MO",,,NA
4344,DR MARTIN LUTHER KIN,St. Louis,MO,"4344 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6556378,-90.2467024"
0,CALIFORNIA AVE / CHE,St. Louis,MO,"0 CALIFORNIA AVE / CHE, St. Louis, MO",,,"38.5938451,-90.2322055"
0,I 70 EASTBOUND / SAL,St. Louis,MO,"0 I 70 EASTBOUND / SAL, St. Louis, MO",,,NA
0,S 39TH ST / FLORA PL,St. Louis,MO,"0 S 39TH ST / FLORA PL, St. Louis, MO",,,"38.6127462,-90.2479009"
4232,W ALDINE AVE,St. Louis,MO,"4232 W ALDINE AVE, St. Louis, MO",,,"38.6556242,-90.2433482"
4222,E MARGARETTA AVE,St. Louis,MO,"4222 E MARGARETTA AVE, St. Louis, MO",,,"38.6695268,-90.2318111"
9999,UNKNOWN,St. Louis,MO,"9999 UNKNOWN, St. Louis, MO",,,NA
0,GERMANIA ST / I 55 N,St. Louis,MO,"0 GERMANIA ST / I 55 N, St. Louis, MO",,,"38.5574706,-90.2834146"
0,N BROADWAY / RIVERVI,St. Louis,MO,"0 N BROADWAY / RIVERVI, St. Louis, MO",,,"38.7263335,-90.2301162"
0,I 70 WESTBOUND / W F,St. Louis,MO,"0 I 70 WESTBOUND / W F, St. Louis, MO",,,NA
2040,E DE SOTO AVE,St. Louis,MO,"2040 E DE SOTO AVE, St. Louis, MO",,,"38.6732109,-90.2149214"
4213,DR MARTIN LUTHER KIN,St. Louis,MO,"4213 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6548431,-90.2430098"
5858,DR MARTIN LUTHER KIN,St. Louis,MO,"5858 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6728484,-90.283524"
0,S BROADWAY / I 55 SO,St. Louis,MO,"0 S BROADWAY / I 55 SO, St. Louis, MO",,,NA
5916,DR MARTIN LUTHER KIN,St. Louis,MO,"5916 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.673601,-90.2850987"
0,S 14TH ST / CHOUTEAU,St. Louis,MO,"0 S 14TH ST / CHOUTEAU, St. Louis, MO",,,"38.6193484,-90.2068027"
0,HAMPTON AVE / MANCHE,St. Louis,MO,"0 HAMPTON AVE / MANCHE, St. Louis, MO",,,"38.6223932,-90.2906645"
0,E LEE AVE / CLAY AVE,St. Louis,MO,"0 E LEE AVE / CLAY AVE, St. Louis, MO",,,"38.6702786,-90.2254114"
0,I 64 EASTBOUND / S K,St. Louis,MO,"0 I 64 EASTBOUND / S K, St. Louis, MO",,,NA
0,MIMIKA AVE / HARNEY,St. Louis,MO,"0 MIMIKA AVE / HARNEY, St. Louis, MO",,,"38.7072558,-90.2578189"
4266,W NATURAL BRIDGE AVE,St. Louis,MO,"4266 W NATURAL BRIDGE AVE, St. Louis, MO",,,"38.6675106,-90.2348392"
5010,UNION,St. Louis,MO,"5010 UNION, St. Louis, MO",,,"38.6390067,-90.2794146"
0,S 6TH ST / CHOUTEAU,St. Louis,MO,"0 S 6TH ST / CHOUTEAU, St. Louis, MO",,,"38.61731,-90.1967585"
0,FAIR AVE / W NATURAL,St. Louis,MO,"0 FAIR AVE / W NATURAL, St. Louis, MO",,,"38.6664018,-90.2310854"
0,N BROADWAY / LUCAS A,St. Louis,MO,"0 N BROADWAY / LUCAS A, St. Louis, MO",,,"38.63099,-90.1896416"
4119,W PENROSE ST,St. Louis,MO,"4119 W PENROSE ST, St. Louis, MO",,,"38.6713758,-90.2254549"
4457,DR MARTIN LUTHER KIN,St. Louis,MO,"4457 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6578639,-90.249617"
0,GLASGOW AVE / PALM S,St. Louis,MO,"0 GLASGOW AVE / PALM S, St. Louis, MO",,,"38.6586221,-90.2161063"
0,I 70 EASTBOUND / UNI,St. Louis,MO,"0 I 70 EASTBOUND / UNI, St. Louis, MO",,,NA
0,N 20TH ST / PENROSE,St. Louis,MO,"0 N 20TH ST / PENROSE, St. Louis, MO",,,"38.6656543,-90.2078234"
0,I 55 SOUTHBOUND / GA,St. Louis,MO,"0 I 55 SOUTHBOUND / GA, St. Louis, MO",,,NA
0,OFALLON PARK,St. Louis,MO,"0 OFALLON PARK, St. Louis, MO",,,"38.665653,-90.2231443"
0,DAVISON AVE / W FLOR,St. Louis,MO,"0 DAVISON AVE / W FLOR, St. Louis, MO",,,"38.6986474,-90.2444878"
4207,W NATURAL BRIDGE AVE,St. Louis,MO,"4207 W NATURAL BRIDGE AVE, St. Louis, MO",,,"38.6676245,-90.2329942"
4132,E GREEN LEA PL,St. Louis,MO,"4132 E GREEN LEA PL, St. Louis, MO",,,"38.6720822,-90.2254641"
0,EDNA ST / HORNSBY AV,St. Louis,MO,"0 EDNA ST / HORNSBY AV, St. Louis, MO",,,"38.7191084,-90.2386841"
0,HUMPHREY ST / ROGER,St. Louis,MO,"0 HUMPHREY ST / ROGER, St. Louis, MO",,,"38.5990672,-90.2553115"
4272,E FARLIN AVE,St. Louis,MO,"4272 E FARLIN AVE, St. Louis, MO",,,"38.6709211,-90.2329759"
4250,W CARTER AVE,St. Louis,MO,"4250 W CARTER AVE, St. Louis, MO",,,"38.6764263,-90.2308017"
0,I 55 SOUTHBOUND / VI,St. Louis,MO,"0 I 55 SOUTHBOUND / VI, St. Louis, MO",,,NA
0,S COMPTON AVE / KEOK,St. Louis,MO,"0 S COMPTON AVE / KEOK, St. Louis, MO",,,"38.5857648,-90.2408951"
0,S COMPTON AVE / MIAM,St. Louis,MO,"0 S COMPTON AVE / MIAM, St. Louis, MO",,,"38.591138,-90.2397906"
0,ORIOLE AVE / THEKLA,St. Louis,MO,"0 ORIOLE AVE / THEKLA, St. Louis, MO",,,"38.7024231,-90.2542838"
5118,DR MARTIN LUTHER KIN,St. Louis,MO,"5118 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.664377,-90.2678424"
0,GRAND DR / LOUGHBORO,St. Louis,MO,"0 GRAND DR / LOUGHBORO, St. Louis, MO",,,"38.5606076,-90.2645804"
445,N LEONOR K SULLIVAN,St. Louis,MO,"445 N LEONOR K SULLIVAN, St. Louis, MO",,,"38.6296818,-90.184376"
0,N TAYLOR AVE / WESTM,St. Louis,MO,"0 N TAYLOR AVE / WESTM, St. Louis, MO",,,"38.6472753,-90.2577717"
3857,DR MARTIN LUTHER KIN,St. Louis,MO,"3857 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6507285,-90.2335989"
0,S JEFFERSON AVE / WI,St. Louis,MO,"0 S JEFFERSON AVE / WI, St. Louis, MO",,,"38.5879091,-90.2287468"
0,BIRCHER BLVD / SHIRL,St. Louis,MO,"0 BIRCHER BLVD / SHIRL, St. Louis, MO",,,"38.6823675,-90.23624"
0,LAURA AVE / RIVERVIE,St. Louis,MO,"0 LAURA AVE / RIVERVIE, St. Louis, MO",,,"38.7001197,-90.2602624"
0,HAMPTON AVE / SULPHU,St. Louis,MO,"0 HAMPTON AVE / SULPHU, St. Louis, MO",,,"38.6256193,-90.290027"
0,I 70 EASTBOUND / CAS,St. Louis,MO,"0 I 70 EASTBOUND / CAS, St. Louis, MO",,,NA
0,ENRIGHT AVE / N SARA,St. Louis,MO,"0 ENRIGHT AVE / N SARA, St. Louis, MO",,,"38.646335,-90.2439481"
7837,RIO TINTO PL,St. Louis,MO,"7837 RIO TINTO PL, St. Louis, MO",,,"38.5515076,-90.2711872"
0,N TUCKER BLVD / WASH,St. Louis,MO,"0 N TUCKER BLVD / WASH, St. Louis, MO",,,"38.631789,-90.1990174"
4206,W NATURAL BRIDGE AVE,St. Louis,MO,"4206 W NATURAL BRIDGE AVE, St. Louis, MO",,,"38.6670574,-90.2329585"
300,S LEONOR K SULLIVAN,St. Louis,MO,"300 S LEONOR K SULLIVAN, St. Louis, MO",,,"38.6220398,-90.1862377"
4251,W MAFFITT AVE,St. Louis,MO,"4251 W MAFFITT AVE, St. Louis, MO",,,"38.6611232,-90.2378169"
0,N 16TH ST / MULLANPH,St. Louis,MO,"0 N 16TH ST / MULLANPH, St. Louis, MO",,,"38.6434656,-90.2001756"
6111,DR MARTIN LUTHER KIN,St. Louis,MO,"6111 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6756929,-90.2877584"
NA,1ST MULLANPHY,St. Louis,MO,"NA 1ST MULLANPHY, St. Louis, MO",,,NA
0,ALFRED AVE / CHIPPEW,St. Louis,MO,"0 ALFRED AVE / CHIPPEW, St. Louis, MO",,,"38.5907427,-90.2690328"
4216,W NATURAL BRIDGE AVE,St. Louis,MO,"4216 W NATURAL BRIDGE AVE, St. Louis, MO",,,"38.6684654,-90.2362859"
5899,DR MARTIN LUTHER KIN,St. Louis,MO,"5899 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6737749,-90.2847351"
0,HAMPTON AVE / OAKLAN,St. Louis,MO,"0 HAMPTON AVE / OAKLAN, St. Louis, MO",,,"38.6309644,-90.289031"
0,N 20TH ST / N MARKET,St. Louis,MO,"0 N 20TH ST / N MARKET, St. Louis, MO",,,"38.6476511,-90.2062772"
7831,RIO TINTO PL,St. Louis,MO,"7831 RIO TINTO PL, St. Louis, MO",,,"38.551599,-90.2710833"
4461,WALLACE AVE,St. Louis,MO,"4461 WALLACE AVE, St. Louis, MO",,,"38.5837166,-90.2738582"
0,N 16TH ST / WASHINGT,St. Louis,MO,"0 N 16TH ST / WASHINGT, St. Louis, MO",,,"38.6328292,-90.2040186,"
5770,DEGIVERVILLE AVE,St. Louis,MO,"5770 DEGIVERVILLE AVE, St. Louis, MO",,,"38.6495574,-90.2904475"
0,W UNIVERSITY ST / N,St. Louis,MO,"0 W UNIVERSITY ST / N, St. Louis, MO",,,NA
0,GIBSON AVE / S KINGS,St. Louis,MO,"0 GIBSON AVE / S KINGS, St. Louis, MO",,,"38.6302647,-90.2662359"
5701,DR MARTIN LUTHER KIN,St. Louis,MO,"5701 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6712984,-90.2795258"
600,CONVENTION PZ,St. Louis,MO,"600 CONVENTION PZ, St. Louis, MO",,,"38.6316925,-90.1910001"
5831,DR MARTIN LUTHER KIN,St. Louis,MO,"5831 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6727027,-90.2824623"
0,DARBY ST / NATURAL B,St. Louis,MO,"0 DARBY ST / NATURAL B, St. Louis, MO",,,"38.6886006,-90.276669"
5800,DR MARTIN LUTHER KIN,St. Louis,MO,"5800 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6720022,-90.281779"
0,N 20TH ST / SALISBUR,St. Louis,MO,"0 N 20TH ST / SALISBUR, St. Louis, MO",,,"38.6601564,-90.20483"
1611,OFALLON ST,St. Louis,MO,"1611 OFALLON ST, St. Louis, MO",,,"38.639849,-90.201999"
0,FOREST PARK - JEFFER,St. Louis,MO,"0 FOREST PARK - JEFFER, St. Louis, MO",,,NA
4500,DR MARTIN LUTHER KIN,St. Louis,MO,"4500 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6577391,-90.2504991"
0,BLAIR AVE / E PRAIRI,St. Louis,MO,"0 BLAIR AVE / E PRAIRI, St. Louis, MO",,,"38.6743382,-90.2112705"
6116,DR MARTIN LUTHER KIN,St. Louis,MO,"6116 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6752922,-90.2882711"
1401,OHIO AVE / PARK AVE,St. Louis,MO,"1401 OHIO AVE / PARK AVE, St. Louis, MO",,,"38.6194241,-90.2242052"
1739,OFALLON ST,St. Louis,MO,"1739 OFALLON ST, St. Louis, MO",,,"38.640167,-90.2033821"
0,MICHIGAN AVE / JUNIA,St. Louis,MO,"0 MICHIGAN AVE / JUNIA, St. Louis, MO",,,"38.5999448,-90.2367944"
0,ABNER PL / SAINT LOU,St. Louis,MO,"0 ABNER PL / SAINT LOU, St. Louis, MO",,,NA
4528,OHIO ST,St. Louis,MO,"4528 OHIO ST, St. Louis, MO",,,"38.5723798,-90.2347533"
0,PENNSYLVANIA AVE / P,St. Louis,MO,"0 PENNSYLVANIA AVE / P, St. Louis, MO",,,NA
1440,KEALTY LN,St. Louis,MO,"1440 KEALTY LN, St. Louis, MO",,,"38.6180792,-90.2079264"
0,PLEASANT ST / KOSSUT,St. Louis,MO,"0 PLEASANT ST / KOSSUT, St. Louis, MO",,,"38.6639245,-90.2144247"
817,OFALLON ST,St. Louis,MO,"817 OFALLON ST, St. Louis, MO",,,"38.6377644,-90.1919061"
0,W FLORISSANT AVE / U,St. Louis,MO,"0 W FLORISSANT AVE / U, St. Louis, MO",,,NA
0,PENROSE ST / PRAIRIE,St. Louis,MO,"0 PENROSE ST / PRAIRIE, St. Louis, MO",,,"38.6684359,-90.2191461"
4257,W ALDINE AVE,St. Louis,MO,"4257 W ALDINE AVE, St. Louis, MO",,,"38.6562785,-90.2438614"
4130,E LEXINGTON AVE,St. Louis,MO,"4130 E LEXINGTON AVE, St. Louis, MO",,,"38.6645674,-90.2309018"
0,FOLSOM AVE / THURMAN,St. Louis,MO,"0 FOLSOM AVE / THURMAN, St. Louis, MO",,,"38.6208901,-90.2520668"
3800,MINNESOTA,St. Louis,MO,"3800 MINNESOTA, St. Louis, MO",,,"38.5872621,-90.238243"
2108,E LINTON AVE,St. Louis,MO,"2108 E LINTON AVE, St. Louis, MO",,,"38.6738346,-90.2158114"
0,I 70 EASTBOUND / MAD,St. Louis,MO,"0 I 70 EASTBOUND / MAD, St. Louis, MO",,,NA
0,DAYTON ST / GLASGOW,St. Louis,MO,"0 DAYTON ST / GLASGOW, St. Louis, MO",,,"38.6420842,-90.2197847"
5320,DR MARTIN LUTHER KIN,St. Louis,MO,"5320 DR MARTIN LUTHER KIN, St. Louis, MO",,,"38.6659965,-90.2709841"
1101,CONVENTION PZ,St. Louis,MO,"1101 CONVENTION PZ, St. Louis, MO",,,"38.6328512,-90.196608"
0,N 10TH ST / I 70 EAS,St. Louis,MO,"0 N 10TH ST / I 70 EAS, St. Louis, MO",,,"38.6381506,-90.1921143"
0,GIBSON AVE / S NEWST,St. Louis,MO,"0 GIBSON AVE / S NEWST, St. Louis, MO",,,"38.6289931,-90.2604122"
1444,KEALTY LN,St. Louis,MO,"1444 KEALTY LN, St. Louis, MO",,,"38.6180748,-90.2079082"
0,BLAIR AVE / MADISON,St. Louis,MO,"0 BLAIR AVE / MADISON, St. Louis, MO",,,"38.6454217,-90.1982894"
0,GRAVOIS RD / GUSTINE,St. Louis,MO,"0 GRAVOIS RD / GUSTINE, St. Louis, MO",,,"38.5914438,-90.2535026"
0,N 11TH ST / MADISON,St. Louis,MO,"0 N 11TH ST / MADISON, St. Louis, MO",,,"38.646898,-90.1935512"
0,N EUCLID AVE / SACRA,St. Louis,MO,"0 N EUCLID AVE / SACRA, St. Louis, MO",,,"38.6758577,-90.2504816"
0,S 7TH ST / CHOUTEAU,St. Louis,MO,"0 S 7TH ST / CHOUTEAU, St. Louis, MO",,,"38.6175389,-90.1978642"
0,ASHLAND AVE / N TAYL,St. Louis,MO,"0 ASHLAND AVE / N TAYL, St. Louis, MO",,,"38.6689146,-90.2430737"
0,S BROADWAY / HICKORY,St. Louis,MO,"0 S BROADWAY / HICKORY, St. Louis, MO",,,"38.6149448,-90.196694"
1502,E GRAND BLVD,St. Louis,MO,"1502 E GRAND BLVD, St. Louis, MO",,,"38.6713048,-90.2088621"
0,I 70 WESTBOUND / SHR,St. Louis,MO,"0 I 70 WESTBOUND / SHR, St. Louis, MO",,,NA
0,OHIO AVE / OSAGE ST,St. Louis,MO,"0 OHIO AVE / OSAGE ST, St. Louis, MO",,,"38.5828192,-90.2321466"
0,BLAIR AVE / CHAMBERS,St. Louis,MO,"0 BLAIR AVE / CHAMBERS, St. Louis, MO",,,"38.6446472,-90.1979302"
0,CHIPPEWA ST / S KING,St. Louis,MO,"0 CHIPPEWA ST / S KING, St. Louis, MO",,,"38.5914725,-90.2754815"
4230,W MAFFITT AVE,St. Louis,MO,"4230 W MAFFITT AVE, St. Louis, MO",,,
0,KEOKUK ST / MICHIGAN,St. Louis,MO,"0 KEOKUK ST / MICHIGAN, St. Louis, MO",,,
0,N 15TH ST / LUCAS AV,St. Louis,MO,"0 N 15TH ST / LUCAS AV, St. Louis, MO",,,
0,KEOKUK ST / MINNESOT,St. Louis,MO,"0 KEOKUK ST / MINNESOT, St. Louis, MO",,,
0,MARINE AVE / MIAMI S,St. Louis,MO,"0 MARINE AVE / MIAMI S, St. Louis, MO",,,
4211,W NATURAL BRIDGE AVE,St. Louis,MO,"4211 W NATURAL BRIDGE AVE, St. Louis, MO",,,
0,E GRAND AVE / I 70 E,St. Louis,MO,"0 E GRAND AVE / I 70 E, St. Louis, MO",,,
0,N 14TH ST / CLINTON,St. Louis,MO,"0 N 14TH ST / CLINTON, St. Louis, MO",,,
0,GOVERNMENT DR / WASH,St. Louis,MO,"0 GOVERNMENT DR / WASH, St. Louis, MO",,,
4157,W NATURAL BRIDGE AVE,St. Louis,MO,"4157 W NATURAL BRIDGE AVE, St. Louis, MO",,,
1437,OFALLON ST,St. Louis,MO,"1437 OFALLON ST, St. Louis, MO",,,
0,E 14TH ST / CASS AVE,St. Louis,MO,"0 E 14TH ST / CASS AVE, St. Louis, MO",,,
0,BARRETT ST / N GRAND,St. Louis,MO,"0 BARRETT ST / N GRAND, St. Louis, MO",,,
0,ANN AVE / MENARD ST,St. Louis,MO,"0 ANN AVE / MENARD ST, St. Louis, MO",,,
0,N SARAH ST / C D BAN,St. Louis,MO,"0 N SARAH ST / C D BAN, St. Louis, MO",,,
0,CALIFORNIA AVE / UTA,St. Louis,MO,"0 CALIFORNIA AVE / UTA, St. Louis, MO",,,
0,BIRCHER BLVD / STEIN,St. Louis,MO,"0 BIRCHER BLVD / STEIN, St. Louis, MO",,,
0,CHARITON ST / NEBRAS,St. Louis,MO,"0 CHARITON ST / NEBRAS, St. Louis, MO",,,
0,S 7TH BLVD / LAFAYET,St. Louis,MO,"0 S 7TH BLVD / LAFAYET, St. Louis, MO",,,
4136,W GREEN LEA PL,St. Louis,MO,"4136 W GREEN LEA PL, St. Louis, MO",,,
1400,CASTLE LN,St. Louis,MO,"1400 CASTLE LN, St. Louis, MO",,,
2000,E GRAND BLVD,St. Louis,MO,"2000 E GRAND BLVD, St. Louis, MO",,,
0,CARTER AVE / FERRY S,St. Louis,MO,"0 CARTER AVE / FERRY S, St. Louis, MO",,,
4200,E ASHLAND AVE,St. Louis,MO,"4200 E ASHLAND AVE, St. Louis, MO",,,
0,PINE ST / MEMORIAL D,St. Louis,MO,"0 PINE ST / MEMORIAL D, St. Louis, MO",,,
0,I 70 WESTBOUND / CAR,St. Louis,MO,"0 I 70 WESTBOUND / CAR, St. Louis, MO",,,
4209,E SACRAMENTO AVE,St. Louis,MO,"4209 E SACRAMENTO AVE, St. Louis, MO",,,
0,N 11TH ST / LOCUST S,St. Louis,MO,"0 N 11TH ST / LOCUST S, St. Louis, MO",,,
0,N 3RD ST / CARR ST,St. Louis,MO,"0 N 3RD ST / CARR ST, St. Louis, MO",,,
1403,E DE SOTO AVE,St. Louis,MO,"1403 E DE SOTO AVE, St. Louis, MO",,,
0,GASCONADE ST / VIRGI,St. Louis,MO,"0 GASCONADE ST / VIRGI, St. Louis, MO",,,
0,N 10TH ST / OLIVE ST,St. Louis,MO,"0 N 10TH ST / OLIVE ST, St. Louis, MO",,,
1820,MARKET,St. Louis,MO,"1820 MARKET, St. Louis, MO",,,
5252,THRUSH,St. Louis,MO,"5252 THRUSH, St. Louis, MO",,,
900,N LEONOR K SULLIVAN,St. Louis,MO,"900 N LEONOR K SULLIVAN, St. Louis, MO",,,
0,N LK SULLIVAN,St. Louis,MO,"0 N LK SULLIVAN, St. Louis, MO",,,
0,N 20TH ST / N FLORIS,St. Louis,MO,"0 N 20TH ST / N FLORIS, St. Louis, MO",,,
0,KOSCIUSKO ST / WINNE,St. Louis,MO,"0 KOSCIUSKO ST / WINNE, St. Louis, MO",,,
0,BLAINE AVE / TOWER G,St. Louis,MO,"0 BLAINE AVE / TOWER G, St. Louis, MO",,,
0,S GRAND BLVD / RUTGE,St. Louis,MO,"0 S GRAND BLVD / RUTGE, St. Louis, MO",,,
0,GRAVOIS RD / DUKE ST,St. Louis,MO,"0 GRAVOIS RD / DUKE ST, St. Louis, MO",,,
0,CHIPPEWA ST / RIDGEW,St. Louis,MO,"0 CHIPPEWA ST / RIDGEW, St. Louis, MO",,,
4110,E PENROSE ST,St. Louis,MO,"4110 E PENROSE ST, St. Louis, MO",,,
NA,W KOSSUTH AVE,St. Louis,MO,"NA W KOSSUTH AVE, St. Louis, MO",,,
4738,DR MARTIN LUTHER KIN,St. Louis,MO,"4738 DR MARTIN LUTHER KIN, St. Louis, MO",,,
